Date;Notifications
2003-01-05;76.0
2003-01-12;247.0
2003-01-19;69.0
2003-01-26;55.0
2003-02-02;83.0
2003-02-09;250.0
2003-02-16;85.0
2003-02-23;91.0
2003-03-02;131.0
2003-03-09;168.0
2003-03-16;199.0
2003-03-23;129.0
2003-03-30;100.0
2003-04-06;160.0
2003-04-13;204.0
2003-04-20;122.0
2003-04-27;173.0
2003-05-04;132.0
2003-05-11;251.0
2003-05-18;148.0
2003-05-25;175.0
2003-06-01;196.0
2003-06-08;192.0
2003-06-15;181.0
2003-06-22;212.0
2003-06-29;293.0
2003-07-06;196.0
2003-07-13;221.0
2003-07-20;300.0
2003-07-27;284.0
2003-08-03;184.0
2003-08-10;255.0
2003-08-17;228.0
2003-08-24;312.0
2003-08-31;182.0
2003-09-07;217.0
2003-09-14;177.0
2003-09-21;210.0
2003-09-28;201.0
2003-10-05;193.0
2003-10-12;228.0
2003-10-19;260.0
2003-10-26;226.0
2003-11-02;224.0
2003-11-09;223.0
2003-11-16;114.0
2003-11-23;114.0
2003-11-30;130.0
2003-12-07;164.0
2003-12-14;159.0
2003-12-21;121.0
2003-12-28;81.0
2004-01-04;133.0
2004-01-11;230.0
2004-01-18;150.0
2004-01-25;126.0
2004-02-01;193.0
2004-02-08;269.0
2004-02-15;124.0
2004-02-22;124.0
2004-02-29;118.0
2004-03-07;157.0
2004-03-14;217.0
2004-03-21;195.0
2004-03-28;201.0
2004-04-04;191.0
2004-04-11;250.0
2004-04-18;124.0
2004-04-25;203.0
2004-05-02;245.0
2004-05-09;222.0
2004-05-16;181.0
2004-05-23;180.0
2004-05-30;175.0
2004-06-06;184.0
2004-06-13;301.0
2004-06-20;241.0
2004-06-27;251.0
2004-07-04;242.0
2004-07-11;209.0
2004-07-18;195.0
2004-07-25;270.0
2004-08-01;258.0
2004-08-08;188.0
2004-08-15;263.0
2004-08-22;245.0
2004-08-29;186.0
2004-09-05;229.0
2004-09-12;291.0
2004-09-19;285.0
2004-09-26;265.0
2004-10-03;153.0
2004-10-10;153.0
2004-10-17;197.0
2004-10-24;170.0
2004-10-31;189.0
2004-11-07;107.0
2004-11-14;165.0
2004-11-21;178.0
2004-11-28;218.0
2004-12-05;258.0
2004-12-12;207.0
2004-12-19;168.0
2004-12-26;137.0
2005-01-02;151.0
2005-01-09;490.0
2005-01-16;282.0
2005-01-23;274.0
2005-01-30;281.0
2005-02-06;362.0
2005-02-13;300.0
2005-02-20;322.0
2005-02-27;366.0
2005-03-06;456.0
2005-03-13;327.0
2005-03-20;487.0
2005-03-27;308.0
2005-04-03;515.0
2005-04-10;540.0
2005-04-17;255.0
2005-04-24;395.0
2005-05-01;398.0
2005-05-08;387.0
2005-05-15;319.0
2005-05-22;401.0
2005-05-29;363.0
2005-06-05;387.0
2005-06-12;456.0
2005-06-19;474.0
2005-06-26;569.0
2005-07-03;610.0
2005-07-10;346.0
2005-07-17;519.0
2005-07-24;784.0
2005-07-31;597.0
2005-08-07;380.0
2005-08-14;384.0
2005-08-21;429.0
2005-08-28;414.0
2005-09-04;349.0
2005-09-11;410.0
2005-09-18;311.0
2005-09-25;340.0
2005-10-02;462.0
2005-10-09;369.0
2005-10-16;267.0
2005-10-23;231.0
2005-10-30;216.0
2005-11-06;451.0
2005-11-13;386.0
2005-11-20;308.0
2005-11-27;309.0
2005-12-04;346.0
2005-12-11;343.0
2005-12-18;331.0
2005-12-25;283.0
2006-01-01;226.0
2006-01-08;428.0
2006-01-15;258.0
2006-01-22;284.0
2006-01-29;266.0
2006-02-05;443.0
2006-02-12;424.0
2006-02-19;308.0
2006-02-26;278.0
2006-03-05;387.0
2006-03-12;409.0
2006-03-19;359.0
2006-03-26;299.0
2006-04-02;291.0
2006-04-09;516.0
2006-04-16;255.0
2006-04-23;347.0
2006-04-30;367.0
2006-05-07;426.0
2006-05-14;286.0
2006-05-21;395.0
2006-05-28;492.0
2006-06-04;478.0
2006-06-11;429.0
2006-06-18;378.0
2006-06-25;531.0
2006-07-02;564.0
2006-07-09;489.0
2006-07-16;343.0
2006-07-23;561.0
2006-07-30;527.0
2006-08-06;427.0
2006-08-13;322.0
2006-08-20;521.0
2006-08-27;510.0
2006-09-03;617.0
2006-09-10;390.0
2006-09-17;311.0
2006-09-24;386.0
2006-10-01;380.0
2006-10-08;522.0
2006-10-15;197.0
2006-10-22;267.0
2006-10-29;226.0
2006-11-05;331.0
2006-11-12;468.0
2006-11-19;244.0
2006-11-26;273.0
2006-12-03;218.0
2006-12-10;450.0
2006-12-17;206.0
2006-12-24;226.0
2006-12-31;187.0
2007-01-07;257.0
2007-01-14;306.0
2007-01-21;224.0
2007-01-28;212.0
2007-02-04;414.0
2007-02-11;454.0
2007-02-18;199.0
2007-02-25;339.0
2007-03-04;371.0
2007-03-11;502.0
2007-03-18;307.0
2007-03-25;431.0
2007-04-01;480.0
2007-04-08;461.0
2007-04-15;298.0
2007-04-22;385.0
2007-04-29;507.0
2007-05-06;438.0
2007-05-13;321.0
2007-05-20;386.0
2007-05-27;411.0
2007-06-03;518.0
2007-06-10;448.0
2007-06-17;340.0
2007-06-24;455.0
2007-07-01;491.0
2007-07-08;443.0
2007-07-15;245.0
2007-07-22;529.0
2007-07-29;670.0
2007-08-05;502.0
2007-08-12;368.0
2007-08-19;507.0
2007-08-26;566.0
2007-09-02;512.0
2007-09-09;582.0
2007-09-16;265.0
2007-09-23;366.0
2007-09-30;354.0
2007-10-07;346.0
2007-10-14;336.0
2007-10-21;300.0
2007-10-28;255.0
2007-11-04;250.0
2007-11-11;406.0
2007-11-18;177.0
2007-11-25;202.0
2007-12-02;213.0
2007-12-09;452.0
2007-12-16;217.0
2007-12-23;178.0
